item,AD,BB,JA
tooth_brushes,0.0,0.0,9.99
tooth_paste,0.0,0.0,9.99
risotto,0.0,0.0,11.99
chicken_fried_rice,6.295,0.0,6.295
meatballs,0.0,13.89,0.0
salmon,0.0,0.0,15.57
chicken_skewers,7.993333333333333,7.993333333333333,7.993333333333333
josh_wine,47.56,0.0,0.0
folie_wine,7.39,0.0,0.0
rioja_wine,7.99,0.0,0.0
napa_wine,11.989999999999998,0.0,0.0
fleur_wine,6.99,0.0,0.0
crest_wine,10.89,0.0,0.0
brbn_Wine,9.49,0.0,0.0
total,116.58833333333331,21.883333333333333,61.82833333333333
